temperature,humidity,cr
25.9,43.55,4.0
25.9,42.95,5.0
25.9,42.75,4.0
25.9,43.45,4.0
25.9,43.5,5.0
25.9,43.45,5.0
25.95,43.6,4.0
26.0,43.35,4.0
26.0,43.5,5.0
26.0,43.25,5.0
26.0,43.35,5.0
26.0,43.45,5.0
26.0,43.4,5.0
26.0,43.45,5.0
26.0,43.4,5.0
26.0,43.35,5.0
26.0,43.35,4.0
26.0,42.95,4.0
26.0,43.35,5.0
26.0,43.4,5.0
26.0,43.45,4.0
26.0,43.0,5.0
26.0,43.35,4.0
26.0,43.3,4.0
26.0,43.4,5.0
26.0,43.3,5.0
26.0,43.3,5.0
26.0,43.2,4.0
25.95,43.4,4.0
26.0,43.3,4.0
26.0,43.35,4.0
26.0,43.5,5.0
26.0,43.35,5.0
26.0,43.6,5.0
26.0,43.25,5.0
26.0,43.55,4.0
26.0,43.5,4.0
26.0,43.05,5.0
26.0,43.1,4.0
26.0,43.55,5.0
26.0,43.45,5.0
25.95,43.35,4.0
26.0,42.95,4.0
26.0,43.5,5.0
26.0,43.4,4.0
26.0,43.45,4.0
26.0,43.4,5.0
26.0,43.45,5.0
26.0,43.35,5.0
26.0,43.45,4.0
26.0,43.45,4.0
26.0,42.9,4.0
26.0,43.35,5.0
26.0,43.4,5.0
26.0,43.45,5.0
26.1,43.4,5.0
26.1,43.2,5.0
26.1,43.2,4.0
26.1,43.2,5.0
26.1,43.1,4.0
26.2,43.1,5.0
26.2,43.05,5.0
26.2,43.05,5.0
26.2,42.9,4.0
26.2,43.15,5.0
26.2,43.25,4.0
26.15,43.1,4.0
26.1,43.0,4.0
26.2,43.1,4.0
26.2,42.5,4.0
26.25,43.0,5.0
26.35,43.05,4.0
26.4,43.0,4.0
26.4,42.85,5.0
26.4,42.6,5.0
26.5,42.45,4.0
26.6,42.25,5.0
26.65,42.3,5.0
26.8,41.9,4.0
26.9,41.65,4.0
26.95,41.7,4.0
26.95,41.7,4.0
27.0,41.7,5.0
27.0,41.15,5.0
27.0,41.75,5.0
27.0,41.6,5.0
27.0,41.6,4.0
27.0,41.65,5.0
26.95,41.85,4.0
26.9,42.0,5.0
26.9,42.3,4.0
26.9,41.95,4.0
26.8,42.3,4.0
26.8,41.9,4.0
26.8,41.9,4.0
26.8,42.4,4.0
26.8,42.15,5.0
26.8,42.55,4.0
26.8,42.2,4.0
26.8,42.6,4.0
26.8,42.75,4.0
26.9,42.75,5.0
26.9,42.75,4.0
26.9,42.35,4.0
26.9,42.8,5.0
26.9,42.95,5.0
26.9,42.7,5.0
26.9,42.1,4.0
26.9,42.5,4.0
26.9,42.35,4.0
26.8,42.3,5.0
26.8,42.6,5.0
26.8,42.65,4.0
26.9,42.7,5.0
26.9,42.55,5.0
26.9,42.9,5.0
26.9,42.9,4.0
26.9,42.4,4.0
26.9,42.85,4.0
26.9,42.2,5.0
26.9,42.7,4.0
26.9,42.8,4.0
26.9,43.0,4.0
26.9,43.1,5.0
26.9,42.6,4.0
26.9,43.1,5.0
26.9,42.6,4.0
26.85,43.1,5.0
26.9,43.15,5.0
26.85,43.2,5.0
26.9,43.2,4.0
26.9,43.2,4.0
26.85,43.35,5.0
26.85,43.35,4.0
26.85,43.4,4.0
26.8,43.2,5.0
26.8,42.7,4.0
26.8,42.15,5.0
26.8,43.2,4.0
26.8,42.3,4.0
26.8,42.8,4.0
26.9,43.4,4.0
26.9,42.9,5.0
26.9,43.3,4.0
26.9,42.95,5.0
26.9,43.05,5.0
26.9,43.15,5.0
26.9,43.25,5.0
26.85,43.4,5.0
26.85,43.4,5.0
26.9,43.4,4.0
26.9,43.5,5.0
26.9,43.35,4.0
26.9,43.35,5.0
26.9,43.05,5.0
26.9,43.25,4.0
27.0,42.75,4.0
27.0,43.4,5.0
27.0,43.4,4.0
27.0,43.45,5.0
27.0,43.35,4.0
27.0,43.2,4.0
27.0,43.2,5.0
27.0,42.6,4.0
27.0,43.5,5.0
27.0,43.55,4.0
27.0,43.4,5.0
27.0,43.25,4.0
27.0,42.25,5.0
27.0,43.2,4.0
27.0,43.35,5.0
27.0,42.85,4.0
27.0,42.8,4.0
27.0,43.4,5.0
27.0,43.2,4.0
27.0,43.4,5.0
26.9,43.25,5.0
26.7,42.6,5.0
26.4,43.7,4.0
26.1,44.15,5.0
25.75,44.55,5.0
25.4,45.45,5.0
25.05,45.6,4.0
24.95,45.35,4.0
24.75,46.1,5.0
24.65,45.75,4.0
24.45,46.55,4.0
24.2,47.0,4.0
24.0,47.3,5.0
23.9,47.45,4.0
23.8,47.75,5.0
23.8,47.7,5.0
23.7,47.75,5.0
23.6,47.55,4.0
23.6,47.75,4.0
23.45,48.2,5.0
23.4,48.3,5.0
23.4,48.6,4.0
23.35,49.15,4.0
23.3,49.0,4.0
23.3,49.65,4.0
23.4,49.3,5.0
23.5,49.55,4.0
23.5,49.45,5.0
23.5,49.4,5.0
23.6,49.3,4.0
23.6,49.2,4.0
23.7,49.1,5.0
23.8,48.4,5.0
23.8,48.65,5.0
23.9,48.5,5.0
24.0,48.4,4.0
24.0,48.45,4.0
24.1,48.2,5.0
24.2,48.1,5.0
24.3,47.3,4.0
24.35,47.85,5.0
24.4,47.1,4.0
24.5,47.65,5.0
24.6,47.4,4.0
24.7,47.55,4.0
24.8,47.1,5.0
24.9,46.95,5.0
25.0,46.7,5.0
25.0,46.45,5.0
25.1,46.3,4.0
25.1,46.2,5.0
25.2,45.95,5.0
25.3,45.85,4.0
25.3,45.8,4.0
25.35,45.8,5.0
25.4,45.85,4.0
25.4,45.9,4.0
25.4,45.85,5.0
25.5,45.85,5.0
25.5,45.55,4.0
25.6,45.2,5.0
25.6,45.5,4.0
25.7,45.4,5.0
25.7,45.25,5.0
25.8,45.1,4.0
25.8,44.95,4.0
25.9,44.8,5.0
26.0,44.65,5.0
26.1,44.15,5.0
26.1,43.15,4.0
26.1,44.15,5.0
26.15,44.3,5.0
26.2,44.15,4.0
26.3,43.8,4.0
26.4,43.7,4.0
26.4,43.7,4.0
26.45,43.15,4.0
26.5,43.45,5.0
26.6,43.35,5.0
26.6,43.0,4.0
26.6,43.2,5.0
26.5,43.3,4.0
26.55,43.3,5.0
26.6,43.15,4.0
26.6,43.15,5.0
26.6,43.15,4.0
26.65,43.1,5.0
26.7,42.65,4.0
26.7,42.95,5.0
26.7,42.9,4.0
26.6,43.1,5.0
26.6,43.0,4.0
26.6,43.1,5.0
26.6,42.4,4.0
26.5,43.2,5.0
26.5,43.4,4.0
26.5,43.15,5.0
26.4,43.5,5.0
26.4,43.6,4.0
26.4,43.55,5.0
26.4,43.0,4.0
26.45,43.65,5.0
26.5,43.5,5.0
26.5,43.5,4.0
26.6,43.4,4.0
26.6,43.4,5.0
26.6,43.35,5.0
26.6,43.2,4.0
26.6,43.2,4.0
26.6,43.35,4.0
26.6,43.3,4.0
26.6,43.2,4.0
26.6,43.2,5.0
26.6,42.75,5.0
26.6,43.25,4.0
26.5,43.25,5.0
26.5,43.35,4.0
26.5,42.6,5.0
26.5,43.5,5.0
26.5,45.8,4.0
26.4,47.15,5.0
26.1,46.55,4.0
25.8,45.7,4.0
25.65,45.4,4.0
25.5,45.4,5.0
25.4,45.3,5.0
25.25,46.05,5.0
25.0,46.8,4.0
24.9,46.9,5.0
24.65,47.25,4.0
24.45,47.2,4.0
24.4,47.15,4.0
24.3,46.6,4.0
24.2,47.5,4.0
24.05,47.55,4.0
23.9,47.9,4.0
23.8,48.05,4.0
23.6,48.2,4.0
23.55,48.05,5.0
23.45,48.2,5.0
23.35,48.25,4.0
23.25,48.2,5.0
23.15,47.8,5.0
23.1,48.35,4.0
23.1,48.3,4.0
23.0,47.9,5.0
23.0,48.45,5.0
22.9,48.35,5.0
22.9,48.25,5.0
22.9,48.25,5.0
22.8,47.45,5.0
22.8,48.0,4.0
22.7,47.95,5.0
22.6,48.15,4.0
22.6,47.9,4.0
22.4,47.85,5.0
22.4,48.1,5.0
22.3,48.4,4.0
22.2,48.5,5.0
22.2,48.55,4.0
22.1,48.4,4.0
22.1,48.55,5.0
22.1,48.55,4.0
22.0,48.55,4.0
21.9,48.6,4.0
21.9,48.65,4.0
21.8,49.0,5.0
21.8,48.7,5.0
21.8,48.65,5.0
21.8,48.2,5.0
21.8,48.25,5.0
21.8,48.65,5.0
21.7,48.25,4.0
21.7,48.55,5.0
21.7,48.55,4.0
21.6,48.0,4.0
21.6,48.35,4.0
21.6,48.2,4.0
21.6,48.4,4.0
21.55,48.3,5.0
21.5,48.3,5.0
21.5,48.3,5.0
21.55,48.3,5.0
21.55,47.9,4.0
21.5,48.1,5.0
21.45,48.2,5.0
21.4,48.2,5.0
21.4,48.25,4.0
21.4,48.0,4.0
21.4,48.45,4.0
21.3,48.4,5.0
21.3,48.45,5.0
21.3,47.45,4.0
21.3,48.25,5.0
21.3,48.2,4.0
21.3,48.2,5.0
21.3,48.2,5.0
21.25,48.0,4.0
21.2,48.05,5.0
21.2,48.1,5.0
21.2,48.05,4.0
21.1,48.0,5.0
21.1,48.1,5.0
21.1,48.15,4.0
21.1,48.0,5.0
21.1,48.05,5.0
21.15,47.65,5.0
21.1,47.95,5.0
21.1,48.1,5.0
21.1,48.15,4.0
21.1,47.45,5.0
21.1,47.9,4.0
21.1,47.95,4.0
21.1,47.8,4.0
21.05,47.7,4.0
21.05,47.65,4.0
21.0,47.6,4.0
21.1,47.55,5.0
21.0,47.6,4.0
21.0,47.55,4.0
21.0,47.55,5.0
20.9,47.5,5.0
21.0,47.2,4.0
20.95,47.35,5.0
20.9,47.4,4.0
20.9,47.35,4.0
20.9,47.4,4.0
20.9,47.4,4.0
20.9,47.35,4.0
20.85,47.05,4.0
20.8,47.7,5.0
20.8,47.7,5.0
20.8,47.85,5.0
20.8,47.8,4.0
20.8,47.85,4.0
20.8,47.75,4.0
20.8,47.85,4.0
20.8,47.8,5.0
20.8,47.85,4.0
20.8,47.8,5.0
20.8,47.95,4.0
20.9,47.9,5.0
20.85,47.8,4.0
20.8,47.7,5.0
20.8,47.75,5.0
20.8,47.8,4.0
20.8,47.95,5.0
20.8,47.9,5.0
20.8,47.25,5.0
20.8,47.8,5.0
20.8,47.35,4.0
20.8,47.1,5.0
20.7,47.1,4.0
20.7,47.1,4.0
20.65,47.35,4.0
20.65,47.3,4.0
20.7,47.2,4.0
20.7,47.65,4.0
20.7,47.55,4.0
20.75,47.3,4.0
20.8,46.75,5.0
20.8,47.0,5.0
20.8,47.15,4.0
20.8,47.1,4.0
20.75,47.2,4.0
20.7,47.0,5.0
20.7,46.9,4.0
20.7,47.0,4.0
20.7,46.95,5.0
20.7,46.9,5.0
20.7,46.9,4.0
20.65,46.95,4.0
20.7,47.0,4.0
20.6,46.65,4.0
20.6,47.2,5.0
20.55,47.2,4.0
20.5,47.25,4.0
20.5,47.35,5.0
20.5,47.4,4.0
20.5,47.35,5.0
20.5,47.4,5.0
20.5,47.2,4.0
20.5,47.35,5.0
20.5,47.2,4.0
20.5,47.35,4.0
20.5,47.2,5.0
20.5,47.3,5.0
20.5,47.2,5.0
20.5,47.2,4.0
20.6,47.2,4.0
20.6,46.7,5.0
20.55,46.75,4.0
20.5,46.85,4.0
20.5,47.3,5.0
20.5,46.8,4.0
20.5,47.35,5.0
20.5,47.4,4.0
20.5,47.4,5.0
20.5,47.3,5.0
20.45,46.8,4.0
20.5,47.35,4.0
20.5,46.8,4.0
20.45,47.25,5.0
20.4,46.85,4.0
20.4,47.3,4.0
20.4,47.35,5.0
20.4,47.05,5.0
20.4,47.2,4.0
20.4,47.1,4.0
20.45,47.5,5.0
20.5,47.35,5.0
20.45,46.95,4.0
20.45,47.3,5.0
20.5,47.3,5.0
20.45,47.35,5.0
20.5,47.3,4.0
20.5,47.4,4.0
20.5,47.35,5.0
20.5,47.15,5.0
20.5,47.15,4.0
20.5,47.2,5.0
20.5,47.05,5.0
20.5,47.05,5.0
20.55,46.9,4.0
20.55,46.6,4.0
20.6,46.4,4.0
20.5,46.8,5.0
20.5,46.5,4.0
20.5,46.4,5.0
20.55,46.9,4.0
20.5,46.85,3.0
20.6,46.85,5.0
20.6,46.3,4.0
20.6,46.85,4.0
20.6,46.8,4.0
20.6,46.8,4.0
20.6,46.55,5.0
20.6,46.9,5.0
20.6,46.4,4.0
20.6,46.95,5.0
20.6,47.5,5.0
20.7,50.15,5.0
20.7,50.75,4.0
20.8,51.7,5.0
20.9,52.45,4.0
21.1,52.1,5.0
21.2,52.7,5.0
21.2,52.65,4.0
21.35,52.6,5.0
21.4,52.65,5.0
21.5,52.95,4.0
21.6,53.0,5.0
21.6,53.05,4.0
21.7,53.25,4.0
21.7,53.2,4.0
21.7,53.25,5.0
21.8,53.4,5.0
21.8,53.65,4.0
21.9,53.6,5.0
21.9,53.7,4.0
22.0,53.85,4.0
22.0,54.0,4.0
22.15,53.9,5.0
22.2,54.0,4.0
22.3,54.0,4.0
22.3,53.85,4.0
22.4,54.15,5.0
22.45,54.35,5.0
22.5,54.2,5.0
22.5,53.5,5.0
22.55,54.2,4.0
22.6,54.45,4.0
22.6,54.5,5.0
22.7,54.65,4.0
22.7,54.5,4.0
22.8,54.4,4.0
22.85,54.35,5.0
22.9,54.4,4.0
22.9,54.3,5.0
23.0,54.25,4.0
23.0,53.4,5.0
23.1,54.1,4.0
23.1,54.15,4.0
23.2,54.1,5.0
23.2,54.0,5.0
23.2,53.75,4.0
23.3,53.8,5.0
23.3,53.8,5.0
23.4,53.25,4.0
23.4,53.75,5.0
23.5,53.55,5.0
23.5,53.65,4.0
23.6,53.5,4.0
23.7,53.45,5.0
23.7,53.4,4.0
23.7,53.35,4.0
23.8,52.55,4.0
23.8,53.1,4.0
23.9,53.05,5.0
23.9,53.0,5.0
24.0,53.05,4.0
24.0,53.1,5.0
24.0,52.95,5.0
24.0,52.85,5.0
24.1,52.15,5.0
24.1,52.8,5.0
24.2,51.6,5.0
24.2,52.6,4.0
24.2,52.55,5.0
24.2,52.5,5.0
24.2,52.55,5.0
24.2,52.45,4.0
24.3,52.45,5.0
24.3,52.25,5.0
24.4,52.4,5.0
24.4,52.1,4.0
24.4,52.05,4.0
24.4,52.0,4.0
24.5,52.05,5.0
24.5,51.5,4.0
24.5,51.9,5.0
24.5,51.7,4.0
24.6,51.7,4.0
24.6,51.7,5.0
24.6,51.55,4.0
24.7,51.5,5.0
24.8,51.45,4.0
24.8,50.75,5.0
24.8,50.65,4.0
25.0,50.7,4.0
25.0,50.6,4.0
25.0,50.6,4.0
25.0,50.2,5.0
25.0,50.6,5.0
25.0,50.55,5.0
25.0,50.5,5.0
25.0,50.35,4.0
25.0,50.55,4.0
25.0,50.55,5.0
25.0,50.6,5.0
25.0,50.65,5.0
25.0,50.5,5.0
25.0,50.65,4.0
25.1,50.7,4.0
25.1,50.6,4.0
25.1,50.55,4.0
25.1,49.95,4.0
25.1,50.5,4.0
25.1,50.6,5.0
25.2,50.5,4.0
25.2,50.55,5.0
25.2,50.35,4.0
25.2,50.3,4.0
25.2,50.45,5.0
25.2,50.45,5.0
25.2,49.8,4.0
25.2,49.85,4.0
25.2,50.25,5.0
25.2,50.25,5.0
25.2,49.8,5.0
25.3,50.15,5.0
25.3,50.1,5.0
25.3,50.1,5.0
25.3,50.1,5.0
25.25,50.0,5.0
25.3,50.0,5.0
25.3,50.0,5.0
25.3,49.7,5.0
25.3,49.55,5.0
25.3,50.0,5.0
25.3,49.85,4.0
25.3,49.65,5.0
25.3,49.95,4.0
25.3,49.4,4.0
25.2,49.9,4.0
25.25,49.85,5.0
25.2,49.9,5.0
25.2,49.95,5.0
25.2,49.8,4.0
25.2,49.8,4.0
25.2,50.05,4.0
25.2,50.05,5.0
25.2,49.95,5.0
25.2,49.95,5.0
25.2,49.9,4.0
25.2,49.8,5.0
25.2,49.95,5.0
25.2,49.9,5.0
25.2,49.7,5.0
25.1,48.6,5.0
25.0,49.2,4.0
25.0,49.05,5.0
24.75,49.85,4.0
24.65,49.9,5.0
24.6,50.05,4.0
24.4,50.35,4.0
24.2,50.5,4.0
24.0,50.85,4.0
23.8,51.0,5.0
23.75,51.0,4.0
23.65,51.1,5.0
23.45,51.5,4.0
23.3,51.75,5.0
23.3,51.3,5.0
23.1,51.7,5.0
23.1,51.75,5.0
23.0,51.8,4.0
22.9,51.8,5.0
22.8,51.95,5.0
22.75,51.55,4.0
22.7,52.05,4.0
22.6,52.15,4.0
22.5,51.65,4.0
22.5,52.25,5.0
22.4,51.8,5.0
22.4,52.4,4.0
22.2,51.45,5.0
22.1,53.1,5.0
22.2,52.55,5.0
21.9,51.5,5.0
21.7,52.25,4.0
21.5,51.45,3.0
21.5,51.35,4.0
21.45,51.2,3.0
21.25,49.4,3.0
21.2,50.15,3.0
21.2,49.85,4.0
21.2,49.92,5.0
21.2,49.7,3.0
21.15,49.7,5.0
21.1,49.6,4.0
21.1,49.6,5.0
21.1,49.75,3.0
21.1,49.68,3.0
21.1,49.7,4.0
21.1,49.55,5.0
21.1,49.58,4.0
20.95,49.6,5.0
24.0,49.6,5.0
24.2,49.4,3.0
22.9,47.15,3.0
22.9,46.6,5.0
24.2,50.15,4.0
24.9,48.25,3.0
24.9,48.1,4.0
25.1,49.0,3.0
25.05,48.6,3.0
25.15,47.5,5.0
25.2,48.45,3.0
25.1,48.5,3.0
25.1,48.9,3.0
25.1,48.3,5.0
25.1,48.45,5.0
25.1,48.4,4.0
25.2,47.85,3.0
25.1,48.5,3.0
25.2,48.5,3.0
25.2,48.2,5.0
25.2,48.1,3.0
25.2,47.8,3.0
25.2,48.3,3.0
25.2,47.7,4.0
25.2,47.8,4.0
25.2,48.0,3.0
25.15,48.25,3.0
25.2,48.2,4.0
25.15,48.1,4.0
23.4,44.1,5.0
23.4,46.2,3.0
25.6,43.25,5.0
23.3,43.25,5.0
23.0,43.5,1.0
23.0,43.95,1.0
22.8,43.85,5.0
22.25,42.0,3.0
22.1,41.55,5.0
21.9,41.5,5.0
22.6,48.3,4.0
24.4,46.95,4.0
24.9,46.2,5.0
25.2,45.95,4.0
25.75,45.25,5.0
25.9,45.4,4.0
26.65,44.2,4.0
26.8,43.75,3.0
27.1,43.5,5.0
24.5,41.95,5.0
23.4,39.0,5.0
22.9,38.65,5.0
25.4,39.1,4.0
26.0,40.05,5.0
26.0,40.6,5.0
25.8,41.65,4.0
25.85,41.35,3.0
25.6,42.0,5.0
25.4,42.5,3.0
25.4,42.85,4.0
25.4,42.95,5.0
25.4,42.45,5.0
25.6,42.9,3.0
25.7,42.1,5.0
25.7,42.85,3.0
25.6,43.2,5.0
25.5,42.95,5.0
25.6,43.3,3.0
25.6,43.1,4.0
25.6,43.3,4.0
25.6,43.25,5.0
20.7,49.95,5.0
20.3,48.0,4.0
23.1,50.7,4.0
25.05,47.25,5.0
23.1,43.65,4.0
23.0,42.2,3.0
22.7,39.7,5.0
22.2,39.6,4.0
24.4,46.15,3.0
25.2,44.6,4.0
25.6,44.8,3.0
26.2,44.4,2.0
26.2,44.85,3.0
26.15,44.25,4.0
26.15,44.05,2.0
26.2,44.2,4.0
25.4,46.15,5.0
25.8,45.65,5.0
26.4,44.35,5.0
26.2,45.1,5.0
24.1,47.05,5.0
22.8,42.25,3.0
22.7,41.4,3.0
24.55,40.6,3.0
22.1,40.55,5.0
21.4,38.6,4.0
23.9,39.55,4.0
24.3,40.95,3.0
24.5,41.8,5.0
24.6,41.5,3.0
24.75,42.2,5.0
24.8,42.7,4.0
